"code","name"
"WBedVkkKer","Kerstpakketten relaties"
"WBedVkkRep","Representatiekosten"
"WBedVkkRev","Reis- en verblijfkosten"
"WBedVkkEta","Etalagekosten"
"WBedVkkVrk","Vrachtkosten"
"WBedVkkInc","Incassokosten"
"WBedVkkKmz","Kilometervergoeding zakelijke reizen"
"WBedVkkKmw","Kilometervergoeding woon-werkverkeer"
"WBedVkkVkp","Verkoopprovisie"
"WBedVkkCom","Commissies"
"WBedVkkFra","Franchisekosten"
"WBedVkkDvd","Dotatie voorziening dubieuze debiteuren"
"WBedVkkAdd","Afboeking dubieuze debiteuren"
"WBedVkkDog","Dotatie garantievoorziening"
"WBedVkkVgv","Vrijval garantievoorziening"
"WBedVkkWeb","Websitekosten"
"WBedVkkObs","Overige belastingen inzake verkoopactiviteiten"
"WBedVkkOvr","Overige verkoopkosten"
"WBedVkkDbv","Doorberekende verkoopkosten"
"WBedAut","Autokosten"
"WBedAutBra","Brandstofkosten auto's"
"WBedAutRoa","Reparatie en onderhoud auto's"
"WBedAutAsa","Assurantiepremie auto's"
"WBedAutMot","Motorrijtuigenbelasting"
"WBedAutOpa","Operational leasing auto's"
"WBedAutBwl","Bijdrage werknemers leaseregeling"
"WBedAutPga","Privé-gebruik auto's"
"WBedAutBop","BTW op privé-gebruik auto's"
"WBedAutHua","Huur auto's"
"WBedAutKil","Kilometervergoeding"
"WBedAutBeb","Boetes en bekeuringen"
"WBedAutObv","Overige belastingen inzake vervoermiddelen"
"WBedAutDrv","Dotatie reserve assurantie eigen risico vervoermiddelen"
"WBedAutVrv","Vrijval reserve assurantie eigen risico vervoermiddelen"
"WBedAutDkv","Dotatie kostenegalisatiereserve groot onderhoud vervoermiddelen"
"WBedAutVkv","Vrijval kostenegalisatiereserve groot onderhoud vervoermiddelen"
"WBedAutDvv","Dotatie voorziening groot onderhoud vervoermiddelen"
"WBedAutVoa","Vrijval voorziening groot onderhoud vervoermiddelen"
"WBedAutPar","Parkeerkosten"
"WBedAutOak","Overige autokosten"
"WBedAutDau","Doorberekende autokosten"
"WBedTra","Transportkosten"
"WBedTraBrr","Brandstofkosten transportmiddelen"
"WBedTraRot","Reparatie en onderhoud transportmiddelen"
"WBedTraAst","Assurantiepremie transportmiddelen"
"WBedTraMot","Motorrijtuigenbelasting"
"WBedTraOpt","Operational leasing transportmiddelen"
"WBedTraPgt","Privé-gebruik transportmiddelen"
"WBedTraBot","BTW op privé-gebruik transportmiddelen"
"WBedTraHut","Huur transportmiddelen"
"WBedTraObt","Overige belastingen inzake transportmiddelen"
"WBedTraDrt","Dotatie reserve assurantie eigen risico transportmiddelen"
"WBedTraVrt","Vrijval reserve assurantie eigen risico transportmiddelen"
"WBedTraDkt","Dotatie kostenegalisatiereserve groot onderhoud transportmiddelen"
"WBedTraVkt","Vrijval kostenegalisatiereserve groot onderhoud transportmiddelen"
"WBedTraDvt","Dotatie voorziening groot onderhoud transportmiddelen"
"WBedTraVot","Vrijval voorziening groot onderhoud transportmiddelen"
"WBedTraPar","Parkeerkosten"
"WBedTraOtr","Overige transportkosten"
"WBedTraDot","Doorberekende transportkosten"
"WBedKan","Kantoorkosten"
"WBedKanKan","Kantoorbenodigdheden"
"WBedKanPor","Porti"
"WBedKanTef","Telefoon- en faxkosten"
"WBedKanPrt","Privé-gebruik telefoon"
"WBedKanDru","Drukwerk"
"WBedKanKak","Kleine aanschaffingen kantoorinventaris"
"WBedKanCea","Contributies en abonnementen"
"WBedKanVak","Vakliteratuur"
"WBedKanBoe","Boekhouding"
"WBedKanInc","Incassokosten"
"WBedKanKoa","Kosten automatisering"
"WBedKanAss","Assurantiepremie"
"WBedKanOba","Overige administratieve belastingen"
"WBedKanRok","Reparatie en onderhoud kantoorinventaris"
"WBedKanOka","Overige kantoorkosten"
"WBedKanDka","Doorberekende kantoorkosten"
"WBedOrg","Organisatiekosten"
"WBedOrgHol","Holdingkosten"
"WBedOrgDmf","Doorberekende management fee"
"WBedOrgOeo","Onderzoek en ontwikkeling"
"WBedOrgLgv","Leges / vergunningen"
"WBedOrgOct","Octrooi en licentiekosten"
"WBedOrgOok","Overige organisatiekosten"
"WBedOrgDoo","Doorberekende organisatiekosten"
"WBedAss","Assurantiekosten"
"WBedAssBea","Bedrijfsaansprakelijkheidsverzekering"
"WBedAssOva","Overige assurantiepremies"
"WBedAssScb","Schadevergoedingen betaald"
"WBedAssSco","Schadevergoedingen ontvangen"
"WBedAssDas","Doorberekende assurantiekosten"
"WBedAea","Accountants- en advieskosten"
"WBedAeaAov","Accountantskosten, onderzoek van de jaarrekening"
"WBedAeaAac","Accountantskosten, andere controleopdrachten"
"WBedAeaAao","Accountantskosten, adviesdiensten op fiscaal terrein"
"WBedAeaAnc","Accountantskosten, andere niet-controlediensten"
"WBedAeaPda","Privé-gedeelte accountant"
"WBedAeaNot","Notariskosten"
"WBedAeaAej","Advokaat en juridisch advies"
"WBedAeaAdv","Overige advieskosten"
"WBedAeaDae","Doorberekende accountants- en advieskosten"
"WBedAdl","Administratieve lasten"
"WBedAdlHef","Heffingen"
"WBedAdlOvb","Overige belastingen"
"WBedAdlKav","Kasverschillen"
"WBedAdlBan","Bankkosten"
"WBedAdlVal","Valutaomrekeningsverschillen"
"WBedAdlBov","Boekingsverschillen"
"WBedAdlBet","Betalingsverschillen"
"WBedAdlBev","Boetes en verhogingen belastingen en premies sociale verzekeringen"
"WBedAdlNao","Naheffing omzetbelasting"
"WBedAdlNbo","Niet-verrekenbare BTW op kosten"
"WBedAdlBtk","BTW kleine-ondernemers-regeling"
"WBedAdlOad","Overige administratieve lasten"
"WBedAdlDal","Doorberekende administratieve lasten"
"WBedKof","Kosten fondsenwerving"
"WBedKofBad","Bestedingen aan doelstelling"
"WBedKofKef","Kosten eigen fondsenwerwing"
"WBedKofKgf","Kosten gezamenlijke fondsenwervingsacties"
"WBedKofKfv","Kosten fondsenwervingsacties van derden"
"WBedKofKvs","Kosten verkrijging subsidies overheden"
"WBedKse","Kosten stamrecht en lijfrentes"
"WBedKseAbs","Afbouw stamrechtverplichting"
"WBedKseLiu","Lijfrente-uitkeringen"
"WBedDvr","Dotaties en vrijval reserves"
"WBedDvrDra","Dotatie reserve assurantie eigen risico"
"WBedDvrVra","Vrijval reserve assurantie eigen risico"
"WBedDvrDke","Dotatie kostenegalisatiereserve"
"WBedDvrVke","Vrijval kostenegalisatiereserve"
"WBedDvrDex","Dotatie exportreserve"
"WBedDvrVex","Vrijval exportreserve"
"WBedDvrDrr","Dotatie risicoreserve"
"WBedDvrVrr","Vrijval risicoreserve"
"WBedDvrDhi","Dotatie herinvesteringsreserve"
"WBedDvrVhi","Vrijval herinvesteringsreserve"
"WBedDvrDtr","Dotatie terugkeerreserve"
"WBedDvrVtr","Vrijval terugkeerreserve"
"WBedDvrDfr","Dotatie overige fiscale reserves"
"WBedDvrVfr","Vrijval overige fiscale reserves"
"WBedDvv","Dotaties en vrijval voorzieningen"
"WBedDvvDvu","Dotatie voorziening uit hoofde van claims, geschillen en rechtsgedingen"
"WBedDvvDvh","Dotatie voorziening voor herstelkosten"
"WBedDvvDvo","Dotatie voorziening voor opruiming van aanwezige milieuvervuiling"
"WBedDvvDvc","Dotatie voorziening voor verlieslatende contracten"
"WBedDvvDvw","Dotatie voorziening voor verwijderingsverplichtingen"
"WBedDvvDov","Dotatie overige voorzieningen"
"WBedDvvVvu","Vrijval voorziening uit hoofde van claims, geschillen en rechtsgedingen"
"WBedDvvVvh","Vrijval voorziening voor herstelkosten"
"WBedDvvVvm","Vrijval voorziening voor opruiming van aanwezige milieuvervuiling"
"WBedDvvVvc","Vrijval voorziening voor verlieslatende contracten"
"WBedDvvVvw","Vrijval voorziening voor verwijderingsverplichtingen"
"WBedDvvVov","Vrijval overige voorzieningen"
"WBedAlk","Algemene kosten"
"WBedAlkOal","Overige algemene kosten"
"WBedAlkDak","Doorberekende algemene kosten"
"WBedDok","Doorberekende kosten"
"WBedDokDok","Doorberekende kosten"
"WKpr","INKOOPWAARDE VAN DE OMZET"
"WKprKvg","Kosten van grond- en hulpstoffen"
"WKprKvgKvg","Kosten van grond- en hulpstoffen"
"WKprKvp","Kosten van personeel"
"WKprKvpKvp","Kosten van personeel"
"WKprKuw","Kosten uitbesteed werk en andere externe kosten"
"WKprKuwKuw","Kosten uitbesteed werk en andere externe kosten"
"WKprKra","Kosten van rente en afschrijvingen"
"WKprKraKra","Kosten van rente en afschrijvingen"
"WKprInh","Inkoopwaarde handelsgoederen"
"WKprInhInh","Inkoopwaarde handelsgoederen"
"WKprInp","Inkoopwaarde productiegoederen"
"WKprInpInp","Inkoopwaarde productiegoederen"
"WKprIeb","Inkoopkortingen en bonussen"
"WKprIebIeb","Inkoopkortingen en bonussen"
"WKprBtk","Betalingskortingen"
"WKprBtkBed","Betalingskorting debiteuren"
"WKprBtkBec","Betalingskorting crediteuren"
"WKprKit","Kostprijs intercompany transacties"
"WKprKitKit","Kostprijs intercompany transacties"
"WKprMuo","Mutatie omzetvorderingen"
"WKprMuoMuo","Mutatie omzetvorderingen"
"WKprVom","Voorraadmutatie"
"WKprVomVom","Voorraadmutatie"
"WKprPrg","Privé-gebruik goederen"
"WKprPrgPrg","Privé-gebruik goederen"
"WKprPrd","Privé-gebruik diensten"
"WKprPrdPrd","Privé-gebruik diensten"
"WOmz","OMZET"
"WOmzNop","Netto-omzet, per opbrengstcategorie, verkoop van geproduceerde goederen"
"WOmzNopOlh","Omzet leveringen belast met algemeen tarief"
"WOmzNopOlv","Omzet leveringen belast met verlaagd tarief"
"WOmzNopOlo","Omzet leveringen belast met overige tarieven"
"WOmzNopOpg","Omzet privégebruik goederen"
"WOmzNopOlg","Omzet leveringen belast met nultarief of niet bij u belast"
"WOmzNopOll","Omzet leveringen waarbij heffing is verlegd"
"WOmzNopOln","Omzet leveringen naar landen buiten EU"
"WOmzNopOli","Omzet leveringen in landen binnen EU"
"WOmzNopOla","Omzet leveringen installatie/afstandsverkopen binnen de EU"
"WOmzNopOlu","Omzet belaste leveringen uit landen buiten de EU"
"WOmzNopOle","Omzet belaste leveringen uit landen binnen EU"
"WOmzNopNon","Netto-omzet, overboeking naar andere rubriek"
"WOmzNoh","Netto-omzet, per opbrengstcategorie, verkoop van handelsgoederen"
"WOmzNohOlh","Omzet leveringen belast met algemeen tarief"
"WOmzNohOlv","Omzet leveringen belast met verlaagd tarief"
"WOmzNohOlo","Omzet leveringen belast met overige tarieven"
"WOmzNohOmr","Omzet leveringen margevoorraden"
"WOmzNohOpg","Omzet privégebruik goederen"
"WOmzNohOlg","Omzet leveringen belast met nultarief of niet bij u belast"
"WOmzNohOll","Omzet leveringen waarbij heffing is verlegd"
"WOmzNohOln","Omzet leveringen naar landen buiten EU"
"WOmzNohOli","Omzet leveringen in landen binnen EU"
"WOmzNohOla","Omzet leveringen installatie/afstandsverkopen binnen de EU"
"WOmzNohOlu","Omzet belaste leveringen uit landen buiten de EU"
"WOmzNohOle","Omzet belaste leveringen uit landen binnen EU"
"WOmzNohNon","Netto-omzet, overboeking naar andere rubriek"
"WOmzNod","Netto-omzet, per opbrengstcategorie, verlening van diensten"
"WOmzNodOdh","Omzet diensten belast met algemeen tarief"
"WOmzNodOdl","Omzet diensten belast met verlaagd tarief"
"WOmzNodOdo","Omzet diensten belast met overige tarieven"
"WOmzNodOpd","Omzet privégebruik diensten"
"WOmzNodOdg","Omzet diensten belast met nultarief of niet bij u belast"
"WOmzNodOdv","Omzet diensten waarbij heffing is verlegd"
"WOmzNodOdb","Omzet diensten naar landen buiten EU"
"WOmzNodOdi","Omzet diensten in landen binnen EU"
"WOmzNodOda","Omzet diensten  installatie/afstandsverkopen binnen de EU"
"WOmzNodOdu","Omzet belaste diensten uit landen buiten de EU"
"WOmzNodOde","Omzet belaste diensten uit landen binnen EU"
"WOmzNodNon","Netto-omzet, overboeking naar andere rubriek"
"WOmzNoo","Netto-omzet, per opbrengstcategorie, overig"
"WOmzNooNdr","Netto-omzet, per opbrengstcategorie, rente"
"WOmzNooNdy","Netto-omzet, per opbrengstcategorie, royalty's"
"WOmzNooNdd","Netto-omzet, per opbrengstcategorie, dividenden"
"WOmzNooNdo","Netto-omzet, per opbrengstcategorie, overig"
"WOmzNooNon","Netto-omzet, overboeking naar andere rubriek"
"WOmzOit","Omzet intercompany transacties"
"WOmzOitOit","Omzet intercompany transacties"
"WOmzKeb","Kortingen en bonussen"
"WOmzKebVek","Verleende kortingen"
"WOmzKebOmz","Omzetbonificaties"
"WOmzKebPrv","Provisies"
"WWiv","WIJZIGING VOORRADEN"
"WWivWgp","Wijziging in voorraden gereed product"
"WWivWgpWgp","Wijziging in voorraden gereed product"
"WWivWow","Wijziging in voorraden onderhanden werk"
"WWivWowWow","Wijziging in voorraden onderhanden werk"
"WWivWop","Wijziging in onderhanden projecten in opdracht van derden"
"WWivWopWop","Wijziging in onderhanden projecten in opdracht van derden"
"WWivGpv","Geactiveerde productie voor het eigen bedrijf"
"WWivGpvGpe","Geactiveerde productie eigen bedrijf"
"WWivGpvPge","Privé gebruik eigen bedrijf"
"WOvb","OVERIGE BEDRIJFSOPBRENGSTEN"
"WOvbOnm","Ontvangen managementvergoeding"
"WOvbOnmOnm","Ontvangen managementvergoeding"
"WOvbOdp","Ontvangen doorbelasting personeelskosten"
"WOvbOdpOdp","Ontvangen doorbelasting personeelskosten"
"WOvbBue","Baten uit eigen fondsenwerving"
"WOvbBueCol","Collecten"
"WOvbBueDeg","Donaties en giften"
"WOvbBueCtb","Contributies"
"WOvbBueSpo","Sponsoring"
"WOvbBueNal","Nalatenschappen"
"WOvbBueEle","Eigen loterijen en prijsvragen"
"WOvbBueVeg","Verkoop goederen"
"WOvbBueObu","Overige baten uit fondsenwerving"
"WOvbBug","Baten uit gezamenlijke acties"
"WOvbBugCol","Collecten"
"WOvbBugDeg","Donaties en giften"
"WOvbBugCtb","Contributies"
"WOvbBugSpo","Sponsoring"
"WOvbBugNal","Nalatenschappen"
"WOvbBugEle","Eigen loterijen en prijsvragen"
"WOvbBugVeg","Verkoop goederen"
"WOvbBugObu","Overige baten uit fondsenwerving"
"WOvbBua","Baten uit acties van derden"
"WOvbBuaCol","Collecten"
"WOvbBuaDeg","Donaties en giften"
"WOvbBuaCtb","Contributies"
"WOvbBuaSpo","Sponsoring"
"WOvbBuaNal","Nalatenschappen"
"WOvbBuaEle","Eigen loterijen en prijsvragen"
"WOvbBuaVeg","Verkoop goederen"
"WOvbBuaObu","Overige baten uit fondsenwerving"
"WOvbVez","Verzekeringsuitkeringen"
"WOvbVezUib","Uitkering bedrijfsschadeverzekering"
"WOvbVezOvu","Overige verzekeringsuitkeringen"
"WOvbOrs","Ontvangen restituties en subsidies"
"WOvbOrsOel","Overheidssubsidies exclusief loonkostensubsidies"
"WOvbOrsOsa","Ontvangen loonsubsidies en afdrachtrestituties"
"WOvbOrsEeo","Export- en overige restituties en subsidies ingevolge EU-regelingen"
"WOvbOrsOsu","Overige subsidies"
"WOvbHuo","Huurontvangsten"
"WOvbHuoHuo","Huurontvangsten"
"WOvbOps","Opbrengsten servicecontracten"
"WOvbOpsOps","Opbrengsten servicecontracten"
"WOvbNvv","Netto verkoopresultaat vastgoedportefeuille"
"WOvbNvvNnv","Netto verkoopresultaat vastgoedportefeuille"
"WOvbCcl","College-, cursus-, les- en examengelden"
"WOvbCclCcl","College-, cursus-, les- en examengelden"
"WOvbBwi","Baten werk in opdracht van derden"
"WOvbBwiBwi","Baten werk in opdracht van derden"
"WOvbOvo","Overige opbrengsten"
"WOvbOvoOvo","Overige opbrengsten"
"WVhe","VRIJVAL HERWAARDERINGSRESERVE EN EGALISATIEREKENINGEN"
"WVheVuh","Vrijval uit herwaarderingsreserve"
"WVheVuhVuh","Vrijval uit herwaarderingsreserve"
"WVheVeI","Vrijval egalisatierekening IPR"
"WVheVeIVeI","Vrijval egalisatierekening IPR"
"WVheVoe","Vrijval overige egalisatierekeningen"
"WVheVoeVoe","Vrijval overige egalisatierekeningen"
"WFbe","FINANCIËLE BATEN EN LASTEN"
"WFbeRof","Rente- en soortgelijke opbrengsten financiële activa"
"WFbeRofRig","Rentebaten vorderingen groepsmaatschappijen binnenland"
"WFbeRofRug","Rentebaten vorderingen groepsmaatschappijen buitenland"
"WFbeRofRvp","Rentebaten vorderingen participanten en overige deelnemingen"
"WFbeRofRid","Rentebaten vorderingen op deelnemingen binnenland"
"WFbeRofRud","Rentebaten vorderingen op deelnemingen buitenland"
"WFbeRofRva","Rentebaten vorderingen op aandeelhouders"
"WFbeRofRvd","Rentebaten vorderingen op directie"
"WFbeRofRov","Rentebaten overige vorderingen"
"WFbeRofDiv","Dividend effecten"
"WFbeRofOoe","Opbrengst overige effecten"
"WFbeRofRor","Rentebaten overige rekeningen-courant"
"WFbeRlm","Rente liquide middelen"
"WFbeRlmOdr","Ontvangen depositorente"
"WFbeRlmObr","Ontvangen bankrente"
"WFbeOrb","Overige rentebaten"
"WFbeOrbRbb","Rentebaten belastingen"
"WFbeOrbAre","Andere rentebaten en soortgelijke opbrengsten"
"WFbeRls","Rente- en soortgelijke lasten"
"WFbeRlsRal","Rentelasten achtergestelde leningen"
"WFbeRlsRob","Rentelasten obligatieleningen"
"WFbeRlsRol","Rentelasten onderhandse leningen"
"WFbeRlsRhl","Rentelasten hypethecaire leningen"
"WFbeRlsRle","Rentelasten overige leningen"
"WFbeRlsRef","Rentelasten financieringen"
"WFbeRlsRlv","Rentelasten leaseverplichtingen"
"WFbeRlsRgi","Rentelasten schulden groepsmaatschappijen binnenland"
"WFbeRlsRgu","Rentelasten schulden groepsmaatschappijen buitenland"
"WFbeRlsRsp","Rentelasten schulden participanten en overige deelnemingen"
"WFbeRlsRdi","Rentelasten schulden aan deelnemingen binnenland"
"WFbeRlsRdu","Rentelasten schulden aan deelnemingen buitenland"
"WFbeRlsRsa","Rentelasten schulden aan aandeelhouders"
"WFbeRlsRsd","Rentelasten schulden aan directie"
"WFbeBwv","Bijzondere waardevermindering van financiële vaste activa en vlottende activa"
"WFbeBwvDee","Deelnemingen"
"WFbeBwvLvo","Langlopende vorderingen op deelnemingen"
"WFbeBwvRcm","Rekening-courant met deelnemingen"
"WFbeBwvOvv","Overige vorderingen"
"WFbeBwvOef","Overige effecten"
"WFbeBwvRca","Rekening-courant aandeelhouder"
"WFbeBwvRcd","Rekening-courant directie"
"WFbeBwvKov","Kortlopende vorderingen"
"WFbeBwvLim","Liquide middelen"
"WFbeOrl","Overige rentelasten"
"WFbeOrlRpe","Rentelasten pensioenverplichtingen"
"WFbeOrlRli","Rentelasten lijfrenteverplichtingen"
"WFbeOrlRlb","Rentelasten belastingen"
"WFbeOrlRos","Rentelasten overige schulden"
"WFbeWis","Wisselkoersverschillen"
"WFbeWisWis","Wisselkoersverschillen"
"WFbeKvb","Kosten van beleggingen"
"WFbeKvbKvb","Kosten van beleggingen"
"WFbeKba","Kosten van beheer en administratie"
"WFbeKbaKba","Kosten van beheer en administratie"
"WFbeRed","Resultaat deelnemingen (dividend)"
"WFbeRedAwd","Aandeel in winst (verlies) van ondernemingen waarin wordt deelgenomen"
"WFbeRedDvn","Dotatie voorziening in verband met deelnemingen"
"WFbeRedVvi","Vrijval voorziening in verband met deelnemingen"
"WFbeRedAwb","Aandeel in winst (verlies) bestuurders"
"WFbeDfb","Doorberekende financiële baten en lasten"
"WFbeDfbDrb","Doorberekende rentebaten"
"WFbeDfbDrl","Doorberekende rentelasten"
"WFbeDfbDof","Doorberekende overige financiële baten en lasten"
"WBbe","BUITENGEWONE BATEN EN LASTEN"
"WBbeBub","Buitengewone baten"
"WBbeBubBub","Buitengewone baten"
"WBbeBul","Buitengewone lasten"
"WBbeBulBul","Buitengewone lasten"
"WAad","AANDEEL DERDEN"
"WAadRav","Resultaat aandeel van derden"
"WAadRavRav","Resultaat aandeel van derden"
"WBel","BELASTINGEN"
"WBelBgr","Belastingen gewoon resultaat"
"WBelBgrBgr","Belastingen gewoon resultaat"
"WBelBbr","Belastingen buitengewoon resultaat"
"WBelBbrBbr","Belastingen buitengewoon resultaat"
"WBelVbl","Vrijval belastinglatentie"
"WBelVblVbl","Vrijval belastinglatentie"
"WBelMfo","Mutatie fiscale oudedagsreserve"
"WBelMfoMfo","Mutatie fiscale oudedagsreserve"
"WNer","NETTO RESULTAAT"
"WNerNew","Nettoresultaat na belastingen"
"WNerNewNew","Nettoresultaat na belastingen"
